county,state,population,# total covid cases,# covid cases per 100k,# covid deaths,# covid deaths per 100k,case_fatality_rate
Santa Clara County,California,1927827,25883,1342.6,430,22.3,0.017
Webster County,Missouri,39592,1340,3384.5,23,58.09,0.017
Currituck County,North Carolina,27762,241,868.1,4,14.41,0.017
Penobscot County,Maine,152165,362,237.9,6,3.94,0.017
Perry County,Pennsylvania,46274,408,881.7,7,15.13,0.017
Waller County,Texas,55246,1022,1849.9,17,30.77,0.017
Knox County,Illinois,49699,1682,3384.4,28,56.34,0.017
Elmore County,Alabama,81209,3403,4190.4,59,72.65,0.017
Lewis County,Washington,80710,782,968.9,13,16.11,0.017
Hamilton County,Ohio,817460,20591,2518.9,352,43.06,0.017
Quay County,New Mexico,8253,119,1441.9,2,24.23,0.017
Broward County,Florida,1952764,89751,4596.1,1545,79.12,0.017
Forest County,Wisconsin,9004,596,6619.3,11,122.17,0.018
Pinal County,Arizona,462789,12524,2706.2,230,49.7,0.018
Mobile County,Alabama,413215,17667,4275.5,325,78.65,0.018
Sargent County,North Dakota,3898,167,4284.2,3,76.96,0.018
DeKalb County,Georgia,759305,22379,2947.3,407,53.6,0.018
Hamilton County,Indiana,338007,7955,2353.5,141,41.72,0.018
Clark County,Ohio,134082,3259,2430.6,58,43.26,0.018
Lee County,Virginia,23423,616,2629.9,11,46.96,0.018
Lake County,South Dakota,12797,507,3961.9,9,70.33,0.018
Medina County,Ohio,179744,2545,1415.9,46,25.59,0.018
Pickens County,Alabama,19930,979,4912.2,18,90.32,0.018
Rockbridge County,Virginia,22574,167,739.8,3,13.29,0.018
Knott County,Kentucky,14806,399,2694.9,7,47.28,0.018
Jefferson County,Texas,251565,8718,3465.5,159,63.2,0.018
Henry County,Indiana,47973,1725,3595.8,31,64.62,0.018
Saline County,Illinois,23491,722,3073.5,13,55.34,0.018
Lac qui Parle County,Minnesota,6623,170,2566.8,3,45.3,0.018
Gadsden County,Florida,45660,3092,6771.8,56,122.65,0.018
Goodhue County,Minnesota,46339,931,2009.1,17,36.69,0.018
Hickman County,Tennessee,25178,875,3475.3,16,63.55,0.018
Franklin County,Georgia,23349,997,4270.0,18,77.09,0.018
Howard County,Texas,36664,1248,3403.9,22,60.0,0.018
Flagler County,Florida,115082,2254,1958.6,40,34.76,0.018
Johnson County,Texas,175817,4006,2278.5,71,40.38,0.018
Grant County,New Mexico,26998,227,840.8,4,14.82,0.018
De Witt County,Illinois,15638,398,2545.1,7,44.76,0.018
Barry County,Missouri,35790,1019,2847.2,18,50.29,0.018
Fort Bend County,Texas,811681,18025,2220.7,316,38.93,0.018
Randolph County,Alabama,22722,883,3886.1,16,70.42,0.018
Cherokee County,Alabama,26196,832,3176.1,15,57.26,0.018
Unicoi County,Tennessee,17883,544,3042.0,10,55.92,0.018
Brooke County,West Virginia,21938,273,1244.4,5,22.79,0.018
Bradford County,Pennsylvania,60322,1054,1747.3,19,31.5,0.018
Desha County,Arkansas,11361,454,3996.1,8,70.42,0.018
Sumner County,Tennessee,191280,6796,3552.9,120,62.74,0.018
Washington County,Tennessee,129373,4282,3309.8,75,57.97,0.018
Orange County,North Carolina,148475,3266,2199.7,59,39.74,0.018
Marion County,Oregon,347822,6610,1900.4,116,33.35,0.018
Linn County,Oregon,129754,969,746.8,17,13.1,0.018
Colquitt County,Georgia,45600,2163,4743.4,40,87.72,0.018
Pueblo County,Colorado,168428,2964,1759.8,53,31.47,0.018
Gaston County,North Carolina,224532,8188,3646.7,144,64.13,0.018
Sedgwick County,Colorado,2248,57,2535.6,1,44.48,0.018
Harrison County,West Virginia,67254,718,1067.6,13,19.33,0.018
Macon County,Tennessee,24602,1451,5897.9,26,105.68,0.018
Pecos County,Texas,15823,549,3469.6,10,63.2,0.018
Horry County,South Carolina,354080,12891,3640.7,238,67.22,0.018
Wabash County,Indiana,30996,726,2342.2,13,41.94,0.018
Schley County,Georgia,5257,111,2111.5,2,38.05,0.018
Surry County,North Carolina,71784,2108,2936.6,37,51.54,0.018
Chilton County,Alabama,44428,1992,4483.7,35,78.78,0.018
Laclede County,Missouri,35723,1372,3840.7,25,69.98,0.018
Summers County,West Virginia,12573,166,1320.3,3,23.86,0.018
Blackford County,Indiana,11758,325,2764.1,6,51.03,0.018
Scott County,Missouri,38280,1722,4498.4,31,80.98,0.018
Douglas County,Georgia,146341,4333,2960.9,76,51.93,0.018
Taney County,Missouri,55929,2057,3677.9,36,64.37,0.018
Tattnall County,Georgia,25286,971,3840.1,17,67.23,0.018
Clinton County,Indiana,32399,1191,3676.0,21,64.82,0.018
Henry County,Georgia,234560,6593,2810.8,118,50.31,0.018
Wyandotte County,Kansas,165428,9126,5516.6,166,100.35,0.018
Appomattox County,Virginia,15911,327,2055.2,6,37.71,0.018
Duplin County,North Carolina,58741,2932,4991.4,54,91.93,0.018
Yolo County,California,220497,3423,1552.4,63,28.57,0.018
Grant County,Kentucky,25070,333,1328.3,6,23.93,0.018
Parke County,Indiana,16937,335,1977.9,6,35.43,0.018
Brewster County,Texas,9203,277,3009.9,5,54.33,0.018
Columbia County,Florida,71686,4360,6082.1,79,110.2,0.018
"Salem, City of",Virginia,25301,659,2604.6,12,47.43,0.018
Tazewell County,Illinois,131805,3479,2639.5,63,47.8,0.018
Dakota County,Nebraska,20026,2690,13432.5,49,244.68,0.018
Cabarrus County,North Carolina,216456,5301,2449.0,95,43.89,0.018
Brown County,Kansas,9564,332,3471.4,6,62.74,0.018
Gray County,Texas,21886,560,2558.7,10,45.69,0.018
Marin County,California,258823,7231,2793.8,127,49.07,0.018
Clark County,Nevada,2266731,86673,3823.7,1568,69.17,0.018
Clark County,Washington,488243,4942,1012.2,88,18.02,0.018
DeSoto County,Florida,38001,1710,4499.9,30,78.95,0.018
Belknap County,New Hampshire,61298,274,447.0,5,8.16,0.018
Mason County,Washington,66770,558,835.7,10,14.98,0.018
Randolph County,Indiana,24665,674,2732.6,12,48.65,0.018
Hall County,Nebraska,61352,3054,4977.8,56,91.28,0.018
Pulaski County,Arkansas,391916,12992,3315.0,228,58.18,0.018
Poweshiek County,Iowa,18504,596,3220.9,11,59.45,0.018
Stanton County,Kansas,2006,110,5483.5,2,99.7,0.018
Union County,Iowa,12241,330,2695.9,6,49.02,0.018
Kankakee County,Illinois,109861,4552,4143.4,84,76.46,0.018
Sacramento County,California,1552035,27530,1773.8,508,32.73,0.018
Bell County,Kentucky,26032,876,3365.1,17,65.3,0.019
Hendry County,Florida,42022,2281,5428.1,44,104.71,0.019
Pierce County,North Dakota,3975,210,5283.0,4,100.63,0.019
Okaloosa County,Florida,210737,6901,3274.7,130,61.69,0.019
Henderson County,Kentucky,45209,1500,3317.9,29,64.15,0.019
Sebastian County,Arkansas,127826,5389,4215.9,105,82.14,0.019
Allen County,Kentucky,21315,589,2763.3,11,51.61,0.019
Hamblen County,Tennessee,64934,2681,4128.8,51,78.54,0.019
Jackson County,Mississippi,143617,5316,3701.5,102,71.02,0.019
Adams County,Ohio,27697,324,1169.8,6,21.66,0.019
Burke County,North Carolina,90486,2938,3246.9,56,61.89,0.019
Platte County,Wyoming,8393,207,2466.3,4,47.66,0.019
Wayne County,North Carolina,123130,4938,4010.4,92,74.72,0.019
Prairie County,Arkansas,8062,267,3311.8,5,62.02,0.019
Miami-Dade County,Florida,2716944,191838,7060.8,3671,135.12,0.019
Halifax County,North Carolina,50010,1561,3121.4,30,59.99,0.019
Cherokee County,North Carolina,28612,810,2831.0,15,52.43,0.019
Franklin County,Tennessee,42208,1433,3395.1,27,63.97,0.019
Windham County,Vermont,42219,156,369.5,3,7.11,0.019
Liberty County,Georgia,61434,1336,2174.7,26,42.32,0.019
Madison County,Illinois,262964,8763,3332.4,164,62.37,0.019
Washtenaw County,Michigan,367592,6345,1726.1,119,32.37,0.019
Washington County,Florida,25473,1285,5044.6,24,94.22,0.019
Greenlee County,Arizona,9498,107,1126.6,2,21.06,0.019
Stevens County,Washington,45720,321,702.1,6,13.12,0.019
Simpson County,Kentucky,18572,411,2213.0,8,43.08,0.019
Yellow Medicine County,Minnesota,9709,373,3841.8,7,72.1,0.019
Haakon County,South Dakota,1899,108,5687.2,2,105.32,0.019
Gordon County,Georgia,57962,2558,4413.2,48,82.81,0.019
Austin County,Texas,30032,523,1741.5,10,33.3,0.019
Rockdale County,Georgia,90894,2243,2467.7,42,46.21,0.019
George County,Mississippi,24500,1092,4457.1,21,85.71,0.019
McIntosh County,Oklahoma,19596,565,2883.2,11,56.13,0.019
Riverside County,California,2470506,70696,2861.6,1333,53.96,0.019
Lawrence County,Illinois,15678,418,2666.2,8,51.03,0.019
Woodford County,Illinois,38458,903,2348.0,17,44.2,0.019
Henderson County,Tennessee,28117,1488,5292.2,29,103.14,0.019
Red Lake County,Minnesota,4055,104,2564.7,2,49.32,0.019
Frontier County,Nebraska,2627,52,1979.4,1,38.07,0.019
Pushmataha County,Oklahoma,11096,323,2911.0,6,54.07,0.019
Livingston Parish,Louisiana,140789,4357,3094.7,82,58.24,0.019
Clackamas County,Oregon,418186,3670,877.6,70,16.74,0.019
St. Louis County,Minnesota,199069,4022,2020.4,77,38.68,0.019
Blair County,Pennsylvania,121827,1771,1453.7,34,27.91,0.019
Skagit County,Washington,129209,1370,1060.3,26,20.12,0.019
Bay County,Florida,174703,7087,4056.6,138,78.99,0.019
Malheur County,Oregon,30571,2052,6712.2,38,124.3,0.019
Young County,Texas,18010,673,3736.8,13,72.18,0.019
Gaines County,Texas,21492,642,2987.2,12,55.84,0.019
Allamakee County,Iowa,13687,479,3499.7,9,65.76,0.019
"Poquoson, City of",Virginia,12271,107,872.0,2,16.3,0.019
Washington County,Maryland,151045,2514,1664.4,47,31.12,0.019
Montezuma County,Colorado,26184,267,1019.7,5,19.1,0.019
Greenville County,South Carolina,523545,18823,3595.3,361,68.95,0.019
LaGrange County,Indiana,39614,980,2473.9,19,47.96,0.019
Union County,South Dakota,15932,863,5416.8,16,100.43,0.019
Pike County,Illinois,15561,584,3753.0,11,70.69,0.019
Escambia County,Florida,318317,14139,4441.8,274,86.08,0.019
Union County,Mississippi,28815,1351,4688.5,25,86.76,0.019
Martin County,Kentucky,11195,257,2295.7,5,44.66,0.019
Guadalupe County,New Mexico,4300,52,1209.3,1,23.26,0.019
Alameda County,California,1671321,24418,1461.0,471,28.18,0.019
Colfax County,New Mexico,11940,52,435.5,1,8.38,0.019
Huron County,Ohio,58265,859,1474.3,16,27.46,0.019
Rhea County,Tennessee,33167,1237,3729.6,24,72.36,0.019
Louisa County,Virginia,37591,420,1117.3,8,21.28,0.019
Wythe County,Virginia,28685,368,1282.9,7,24.4,0.019
Prentiss County,Mississippi,25126,1178,4688.4,22,87.56,0.019
"Charlottesville, City of",Virginia,47266,1662,3516.3,31,65.59,0.019
Karnes County,Texas,15601,965,6185.5,18,115.38,0.019
Lawrence County,Missouri,38355,1351,3522.4,26,67.79,0.019
Emery County,Utah,10012,160,1598.1,3,29.96,0.019
Rock Island County,Illinois,141877,5212,3673.6,98,69.07,0.019
Jack County,Texas,8935,162,1813.1,3,33.58,0.019
Wilkes County,North Carolina,68412,2025,2960.0,41,59.93,0.02
Liberty County,Florida,8354,545,6523.8,11,131.67,0.02
Kershaw County,South Carolina,66551,2613,3926.3,52,78.14,0.02
Marion County,Illinois,37205,1331,3577.5,27,72.57,0.02
Floyd County,Iowa,15642,544,3477.8,11,70.32,0.02
Overton County,Tennessee,22241,1316,5917.0,26,116.9,0.02
Huntingdon County,Pennsylvania,45145,1172,2596.1,24,53.16,0.02
Chatham County,Georgia,289427,9699,3351.1,194,67.03,0.02
Monroe County,Tennessee,46545,1606,3450.4,32,68.75,0.02
Orange County,Texas,83396,2328,2791.5,47,56.36,0.02
Transylvania County,North Carolina,34386,452,1314.5,9,26.17,0.02
Morris County,Texas,12388,244,1969.6,5,40.36,0.02
Will County,Illinois,690751,23279,3370.1,454,65.73,0.02
Whiteside County,Illinois,55175,2112,3827.8,43,77.93,0.02
Barrow County,Georgia,83239,2735,3285.7,54,64.87,0.02
Starke County,Indiana,22995,610,2652.8,12,52.19,0.02
Defiance County,Ohio,38086,746,1958.7,15,39.38,0.02
Lake County,Ohio,230145,2976,1293.1,60,26.07,0.02
Wilcox County,Alabama,10373,586,5649.3,12,115.69,0.02
Coles County,Illinois,50621,2386,4713.5,47,92.85,0.02
Phillips County,Arkansas,17782,801,4504.6,16,89.98,0.02
Preble County,Ohio,40883,891,2179.4,18,44.03,0.02
Putnam County,Ohio,33861,1610,4754.7,32,94.5,0.02
Oliver County,North Dakota,1959,100,5104.6,2,102.09,0.02
Morton County,North Dakota,31364,2872,9157.0,57,181.74,0.02
Nassau County,Florida,88626,2576,2906.6,52,58.67,0.02
Kerr County,Texas,52601,735,1397.3,15,28.52,0.02
Polk County,Oregon,86089,755,877.0,15,17.42,0.02
Marshall County,Illinois,11438,198,1731.1,4,34.97,0.02
Yoakum County,Texas,8713,409,4694.1,8,91.82,0.02
Crittenden County,Arkansas,47955,2658,5542.7,53,110.52,0.02
Wayne County,Iowa,6441,205,3182.7,4,62.1,0.02
Russell County,Kansas,6856,247,3602.7,5,72.93,0.02
Carter County,Tennessee,56392,1892,3355.1,37,65.61,0.02
Shawnee County,Kansas,176875,4398,2486.5,89,50.32,0.02
Sherman County,Kansas,5917,294,4968.7,6,101.4,0.02
Wabash County,Illinois,11520,307,2664.9,6,52.08,0.02
O'Brien County,Iowa,13753,900,6544.0,18,130.88,0.02
Rogers County,Oklahoma,92458,2773,2999.2,56,60.57,0.02
Benson County,North Dakota,6832,607,8884.7,12,175.64,0.02
Hettinger County,North Dakota,2499,150,6002.4,3,120.05,0.02
Haywood County,Tennessee,17304,1378,7963.5,28,161.81,0.02
Iowa County,Iowa,16184,553,3417.0,11,67.97,0.02
Clay County,Florida,219250,6433,2934.1,127,57.92,0.02
Clark County,Kentucky,36263,607,1673.9,12,33.09,0.02
Rankin County,Mississippi,155269,4414,2842.8,89,57.32,0.02
Hill County,Montana,16484,1006,6102.9,20,121.33,0.02
Fulton County,Georgia,1063935,32433,3048.4,635,59.68,0.02
Mahnomen County,Minnesota,5527,149,2695.9,3,54.28,0.02
Sussex County,Virginia,11159,646,5789.0,13,116.5,0.02
Calhoun County,Florida,14105,752,5331.4,15,106.34,0.02
Blaine County,Montana,6681,398,5957.2,8,119.74,0.02
Cass County,Michigan,51787,1274,2460.1,25,48.28,0.02
"Bristol, City of",Virginia,16762,350,2088.1,7,41.76,0.02
Lowndes County,Georgia,117407,4604,3921.4,90,76.66,0.02
St. Bernard Parish,Louisiana,47244,1572,3327.4,32,67.73,0.02
Franklin County,North Carolina,69686,1577,2263.0,32,45.92,0.02
Cobb County,Georgia,760143,22913,3014.3,467,61.44,0.02
Madison County,Virginia,13261,152,1146.2,3,22.62,0.02
Lincoln County,Nevada,5183,50,964.7,1,19.29,0.02
Camden County,Missouri,46305,1817,3924.0,37,79.91,0.02
Fluvanna County,Virginia,27270,442,1620.8,9,33.0,0.02
Paulding County,Georgia,168670,3367,1996.2,68,40.32,0.02
Calhoun County,Michigan,134158,3860,2877.2,78,58.14,0.02
Spokane County,Washington,522806,10499,2008.2,212,40.55,0.02
Cabell County,West Virginia,91945,1710,1859.8,35,38.07,0.02
Goochland County,Virginia,23753,350,1473.5,7,29.47,0.02
Montgomery County,Alabama,226486,11002,4857.7,215,94.93,0.02
LaSalle Parish,Louisiana,14892,539,3619.4,11,73.87,0.02
Sullivan County,New York,75431,1882,2495.0,37,49.05,0.02
White County,Arkansas,78753,1860,2361.8,37,46.98,0.02
Nez Perce County,Idaho,40408,1251,3095.9,25,61.87,0.02
Wicomico County,Maryland,103609,2647,2554.8,52,50.19,0.02
Calhoun County,Mississippi,14361,652,4540.1,13,90.52,0.02
Boise County,Idaho,7831,100,1277.0,2,25.54,0.02
Pope County,Illinois,4177,50,1197.0,1,23.94,0.02
Pulaski County,Virginia,34028,343,1008.0,7,20.57,0.02
Lee County,Mississippi,85435,4010,4693.6,85,99.49,0.021
Putnam County,Florida,74522,2461,3302.4,51,68.44,0.021
Pasco County,Florida,553942,11558,2086.5,245,44.23,0.021
Coweta County,Georgia,148512,3069,2066.5,63,42.42,0.021
Bexar County,Texas,2003552,67127,3350.4,1425,71.12,0.021
DeKalb County,Tennessee,20490,843,4114.2,18,87.85,0.021
Marshall County,Mississippi,35294,1672,4737.3,35,99.17,0.021
Furnas County,Nebraska,4676,141,3015.4,3,64.16,0.021
Custer County,Nebraska,10777,284,2635.2,6,55.67,0.021
Poinsett County,Arkansas,23528,1305,5546.6,28,119.01,0.021
Bee County,Texas,32565,1880,5773.1,39,119.76,0.021
Guadalupe County,Texas,166844,3919,2348.9,83,49.75,0.021
Delaware County,Oklahoma,43009,1403,3262.1,30,69.75,0.021
Sandoval County,New Mexico,146745,2340,1594.6,50,34.07,0.021
Licking County,Ohio,176858,3361,1900.4,70,39.58,0.021
Hall County,Texas,2964,47,1585.7,1,33.74,0.021
Spotsylvania County,Virginia,136213,2583,1896.3,55,40.38,0.021
Ouachita County,Arkansas,23382,426,1821.9,9,38.49,0.021
Rio Grande County,Colorado,11267,142,1260.3,3,26.63,0.021
Holmes County,Ohio,43960,1067,2427.2,22,50.05,0.021
Kalamazoo County,Michigan,265066,5938,2240.2,126,47.54,0.021
Highland County,Ohio,43161,669,1550.0,14,32.44,0.021
Hinds County,Mississippi,231838,8473,3654.7,182,78.5,0.021
Santa Cruz County,Arizona,46498,3103,6673.4,66,141.94,0.021
Rock County,Minnesota,9315,421,4519.6,9,96.62,0.021
Clark County,Indiana,118302,3559,3008.4,74,62.55,0.021
Madison County,Tennessee,97985,4133,4218.0,86,87.77,0.021
Caddo County,Oklahoma,28762,1243,4321.7,26,90.4,0.021
Norman County,Minnesota,6375,192,3011.8,4,62.75,0.021
Lyon County,Nevada,57508,653,1135.5,14,24.34,0.021
Humboldt County,Nevada,16831,193,1146.7,4,23.77,0.021
Wilkes County,Georgia,9777,328,3354.8,7,71.6,0.021
Clinton County,Ohio,41967,670,1596.5,14,33.36,0.021
Haralson County,Georgia,29792,719,2413.4,15,50.35,0.021
Norton County,Kansas,5361,934,17422.1,20,373.06,0.021
Emmet County,Michigan,33415,466,1394.6,10,29.93,0.021
Clayton County,Georgia,292256,8661,2963.5,183,62.62,0.021
Lebanon County,Pennsylvania,141793,3503,2470.5,72,50.78,0.021
Lake County,Illinois,696535,25124,3607.0,530,76.09,0.021
"Denver, City and County of",Colorado,727216,22103,3039.4,457,62.84,0.021
Dinwiddie County,Virginia,28544,567,1986.4,12,42.04,0.021
Wilson County,North Carolina,81800,3321,4059.9,69,84.35,0.021
Costilla County,Colorado,3887,47,1209.2,1,25.73,0.021
Gunnison County,Colorado,17462,332,1901.3,7,40.09,0.021
Wayne County,Mississippi,20183,1064,5271.8,22,109.0,0.021
Parker County,Texas,142880,2658,1860.3,55,38.49,0.021
Thurston County,Washington,290535,1808,622.3,38,13.08,0.021
Shannon County,Missouri,8166,290,3551.3,6,73.48,0.021
Bennett County,South Dakota,3365,242,7191.7,5,148.59,0.021
Harford County,Maryland,255435,3948,1545.6,82,32.1,0.021
Richland Parish,Louisiana,20122,947,4706.3,20,99.39,0.021
Howard County,Maryland,325693,6195,1902.1,129,39.61,0.021
Camden County,North Carolina,10867,144,1325.1,3,27.61,0.021
Mills County,Texas,4873,94,1929.0,2,41.04,0.021
Cass County,Illinois,12147,533,4387.9,11,90.56,0.021
Pierce County,Washington,905012,11214,1239.1,234,25.86,0.021
Bradley County,Arkansas,10763,382,3549.2,8,74.33,0.021
Plaquemines Parish,Louisiana,23197,913,3935.9,19,81.91,0.021
Ashley County,Arkansas,19657,605,3077.8,13,66.13,0.021
Castro County,Texas,7530,339,4502.0,7,92.96,0.021
Harlan County,Kentucky,26010,671,2579.8,14,53.83,0.021
Benton County,Tennessee,16160,486,3007.4,10,61.88,0.021
Howard County,Arkansas,13202,668,5059.8,14,106.04,0.021
Dorchester County,South Carolina,162810,5009,3076.6,104,63.88,0.021
Moore County,North Carolina,100881,2381,2360.2,51,50.55,0.021
Greenbrier County,West Virginia,34660,236,680.9,5,14.43,0.021
Washington County,Missouri,24730,889,3594.8,20,80.87,0.022
White County,Indiana,24102,767,3182.3,17,70.53,0.022
Anne Arundel County,Maryland,579221,12795,2209.0,283,48.86,0.022
Mercer County,Pennsylvania,109421,1302,1189.9,28,25.59,0.022
Edgefield County,South Carolina,27260,983,3606.0,22,80.7,0.022
Meigs County,Tennessee,12422,363,2922.2,8,64.4,0.022
McCulloch County,Texas,7984,227,2843.2,5,62.63,0.022
Lexington County,South Carolina,298751,9592,3210.7,214,71.63,0.022
Cheboygan County,Michigan,25276,229,906.0,5,19.78,0.022
Stanislaus County,California,550667,18286,3320.7,407,73.91,0.022
Nye County,Nevada,46523,827,1777.6,18,38.69,0.022
Natchitoches Parish,Louisiana,38158,1572,4119.7,34,89.1,0.022
Victoria County,Texas,92083,4399,4777.2,98,106.43,0.022
Walker County,Georgia,69762,2057,2948.6,46,65.94,0.022
McIntosh County,Georgia,14378,324,2253.4,7,48.68,0.022
San Joaquin County,California,762147,22635,2969.9,494,64.82,0.022
Webb County,Texas,276651,15768,5699.6,347,125.43,0.022
Gibson County,Tennessee,49133,2331,4744.3,52,105.84,0.022
Grundy County,Tennessee,13427,633,4714.4,14,104.27,0.022
Scott County,Mississippi,28124,1328,4721.9,29,103.11,0.022
McMinn County,Tennessee,53794,1844,3427.9,41,76.22,0.022
Hawkins County,Tennessee,56786,1379,2428.4,30,52.83,0.022
Lanier County,Georgia,10423,323,3098.9,7,67.16,0.022
Conecuh County,Alabama,12067,596,4939.1,13,107.73,0.022
Chicot County,Arkansas,10118,1059,10466.5,23,227.32,0.022
Pima County,Arizona,1047291,29764,2842.0,653,62.35,0.022
Robertson County,Kentucky,2108,46,2182.2,1,47.44,0.022
Lyman County,South Dakota,3781,321,8489.8,7,185.14,0.022
Tillman County,Oklahoma,7250,180,2482.8,4,55.17,0.022
LaSalle County,Illinois,108668,3356,3088.3,73,67.18,0.022
Marengo County,Alabama,18863,1080,5725.5,24,127.23,0.022
Hunt County,Texas,98593,2187,2218.2,48,48.68,0.022
Fayette County,Indiana,23102,1183,5120.8,26,112.55,0.022
Maricopa County,Arizona,4485405,164269,3662.3,3682,82.09,0.022
Morgan County,Illinois,33658,1201,3568.2,27,80.22,0.022
Nash County,North Carolina,94298,3698,3921.6,83,88.02,0.022
Shelby County,Illinois,21634,868,4012.2,19,87.82,0.022
Clay County,Texas,10471,138,1317.9,3,28.65,0.022
James City County,Virginia,76525,990,1293.7,22,28.75,0.022
Brunswick County,North Carolina,142822,2327,1629.3,52,36.41,0.022
Hancock County,Ohio,75784,1438,1897.5,31,40.91,0.022
King and Queen County,Virginia,7025,92,1309.6,2,28.47,0.022
Weld County,Colorado,324487,7544,2324.9,163,50.23,0.022
Lincoln County,Idaho,5366,275,5124.9,6,111.82,0.022
King William County,Virginia,17148,225,1312.1,5,29.16,0.022
Huron County,Michigan,30982,357,1152.3,8,25.82,0.022
Lee County,Florida,770571,24508,3180.5,531,68.91,0.022
DuPage County,Illinois,922924,28834,3124.2,636,68.91,0.022
Wyoming County,New York,39861,230,577.0,5,12.54,0.022
Tyrrell County,North Carolina,4016,134,3336.7,3,74.7,0.022
Green County,Kentucky,10941,362,3308.7,8,73.12,0.022
Gilmer County,Georgia,31369,1088,3468.4,24,76.51,0.022
Caldwell County,Texas,43664,1752,4012.5,38,87.03,0.022
Creek County,Oklahoma,71521,1761,2462.2,40,55.93,0.023
Abbeville County,South Carolina,24527,826,3367.7,19,77.47,0.023
Madison County,Florida,18493,1100,5948.2,25,135.19,0.023
Nelson County,North Dakota,2879,221,7676.3,5,173.67,0.023
Lake County,California,64388,746,1158.6,17,26.4,0.023
Okeechobee County,Florida,42168,1788,4240.2,42,99.6,0.023
Limestone County,Texas,23437,695,2965.4,16,68.27,0.023
Lawrence County,Arkansas,16406,938,5717.4,22,134.1,0.023
Reeves County,Texas,15976,298,1865.3,7,43.82,0.023
Cochran County,Texas,2853,131,4591.7,3,105.15,0.023
Harper County,Oklahoma,3688,87,2359.0,2,54.23,0.023
Panola County,Mississippi,34192,1821,5325.8,41,119.91,0.023
Calvert County,Maryland,92525,1265,1367.2,29,31.34,0.023
Grant County,Indiana,65770,2038,3098.7,46,69.94,0.023
Madison County,Mississippi,106273,4034,3795.9,94,88.45,0.023
Roscommon County,Michigan,24019,262,1090.8,6,24.98,0.023
Putnam County,Indiana,37576,898,2389.8,21,55.89,0.023
Henry County,Virginia,50558,1450,2868.0,33,65.27,0.023
Montgomery County,Illinois,28414,752,2646.6,17,59.83,0.023
Titus County,Texas,32750,1638,5001.5,37,112.98,0.023
Los Angeles County,California,10039062,317656,3164.2,7157,71.29,0.023
McCurtain County,Oklahoma,32832,1777,5412.4,41,124.88,0.023
Hancock County,Tennessee,6620,128,1933.5,3,45.32,0.023
Harnett County,North Carolina,135979,3194,2348.9,74,54.42,0.023
Navarro County,Texas,50114,1499,2991.2,34,67.85,0.023
Chester County,Tennessee,17297,777,4492.1,18,104.06,0.023
Ascension Parish,Louisiana,126602,4405,3479.4,100,78.99,0.023
Baraga County,Michigan,8209,173,2107.4,4,48.73,0.023
Culberson County,Texas,2171,130,5988.0,3,138.18,0.023
Westmoreland County,Pennsylvania,348907,4899,1404.1,115,32.96,0.023
Nicollet County,Minnesota,34275,886,2585.0,20,58.35,0.023
Noble County,Indiana,47744,1548,3242.3,36,75.4,0.023
Fayette County,Alabama,16302,644,3950.4,15,92.01,0.023
Hawaii County,Hawaii,201524,1375,682.3,31,15.38,0.023
Herkimer County,New York,61317,434,707.8,10,16.31,0.023
Dawson County,Texas,12728,972,7636.7,22,172.85,0.023
Lake County,Indiana,485492,17987,3704.9,408,84.04,0.023
Ramsey County,Minnesota,550328,16971,3083.8,392,71.23,0.023
Carroll County,Mississippi,9947,568,5710.3,13,130.69,0.023
Kalkaska County,Michigan,18038,175,970.2,4,22.18,0.023
Georgetown County,South Carolina,62680,2481,3958.2,58,92.53,0.023
Wilkin County,Minnesota,6207,176,2835.5,4,64.44,0.023
Yell County,Arkansas,21341,1396,6541.4,32,149.95,0.023
Kidder County,North Dakota,2480,131,5282.3,3,120.97,0.023
Lancaster County,South Carolina,98011,2744,2799.7,62,63.26,0.023
Jasper County,Iowa,37185,1453,3907.5,34,91.43,0.023
Gratiot County,Michigan,40711,744,1827.5,17,41.76,0.023
Miami County,Ohio,106986,2625,2453.6,61,57.02,0.023
Polk County,Tennessee,16832,557,3309.2,13,77.23,0.023
Perry County,Ohio,36134,486,1345.0,11,30.44,0.023
Nicholas County,Kentucky,7269,129,1774.7,3,41.27,0.023
Richmond County,Georgia,202517,8351,4123.6,188,92.83,0.023
Carroll County,Georgia,119990,3536,2946.9,80,66.67,0.023
Chester County,South Carolina,32244,1310,4062.8,30,93.04,0.023
Graham County,Arizona,38837,1364,3512.1,31,79.82,0.023
Fayette County,Ohio,28526,570,1998.2,13,45.57,0.023
Hale County,Texas,33406,2967,8881.6,68,203.56,0.023
Sanilac County,Michigan,41171,308,748.1,7,17.0,0.023
Owen County,Kentucky,10901,131,1201.7,3,27.52,0.023
Douglas County,Oregon,110969,434,391.1,10,9.01,0.023
Seminole County,Florida,471824,10801,2289.2,250,52.99,0.023
Yakima County,Washington,250873,12139,4838.7,280,111.61,0.023
Mason County,Texas,4274,87,2035.6,2,46.8,0.023
Richmond County,North Carolina,44829,1519,3388.4,35,78.07,0.023
Jefferson County,Arkansas,66824,4460,6674.2,102,152.64,0.023
Pacific County,Washington,22472,124,551.8,3,13.35,0.024
Crockett County,Tennessee,14230,987,6936.1,24,168.66,0.024
Fauquier County,Virginia,71220,1146,1609.1,27,37.91,0.024
