COUNTY,...2,BIDEN,TRUMP,OTHER,VOTE MARGIN,POPULATION,state,x,pct_in
Fremont County,NA,0.667,0.306,0.026000000000000002,NA,NA,Wyoming,"Fremont County100% in66.7%30.6%2.6%R +3640,076",100% in
Albany County,NA,0.465,0.493,0.042,NA,NA,Wyoming,"Albany County100% in46.5%49.3%4.2%D +338,102",100% in
Sheridan County,NA,0.725,0.247,0.027999999999999997,NA,NA,Wyoming,"Sheridan County100% in72.5%24.7%2.8%R +4830,012",100% in
Park County,NA,0.772,0.205,0.023,NA,NA,Wyoming,"Park County100% in77.2%20.5%2.3%R +5729,121",100% in
Teton County,NA,0.299,0.6779999999999999,0.024,NA,NA,Wyoming,"Teton County100% in29.9%67.8%2.4%D +3823,059",100% in
Uinta County,NA,0.8029999999999999,0.17,0.027000000000000003,NA,NA,Wyoming,"Uinta County100% in80.3%17.0%2.7%R +6320,609",100% in
Lincoln County,NA,0.8320000000000001,0.145,0.023,NA,NA,Wyoming,"Lincoln County100% in83.2%14.5%2.3%R +6919,011",100% in
Carbon County,NA,0.7559999999999999,0.215,0.028999999999999998,NA,NA,Wyoming,"Carbon County100% in75.6%21.5%2.9%R +5415,477",100% in
Converse County,NA,0.852,0.124,0.024,NA,NA,Wyoming,"Converse County100% in85.2%12.4%2.4%R +7313,997",100% in
Goshen County,NA,0.785,0.19399999999999998,0.021,NA,NA,Wyoming,"Goshen County100% in78.5%19.4%2.1%R +5913,438",100% in
Big Horn County,NA,0.841,0.138,0.021,NA,NA,Wyoming,"Big Horn County100% in84.1%13.8%2.1%R +7011,901",100% in
Sublette County,NA,0.8,0.17800000000000002,0.022000000000000002,NA,NA,Wyoming,"Sublette County100% in80.0%17.8%2.2%R +629,951",100% in
Platte County,NA,0.795,0.182,0.023,NA,NA,Wyoming,"Platte County100% in79.5%18.2%2.3%R +618,673",100% in
Johnson County,NA,0.7929999999999999,0.183,0.023,NA,NA,Wyoming,"Johnson County100% in79.3%18.3%2.3%R +618,515",100% in
Washakie County,NA,0.813,0.163,0.024,NA,NA,Wyoming,"Washakie County100% in81.3%16.3%2.4%R +658,129",100% in
Crook County,NA,0.889,0.092,0.018000000000000002,NA,NA,Wyoming,"Crook County100% in88.9%9.2%1.8%R +807,410",100% in
Weston County,NA,0.879,0.102,0.019,NA,NA,Wyoming,"Weston County100% in87.9%10.2%1.9%R +787,100",100% in
Hot Springs County,NA,0.779,0.188,0.033,NA,NA,Wyoming,"Hot Springs County100% in77.9%18.8%3.3%R +594,680",100% in
Niobrara County,NA,0.857,0.11900000000000001,0.025,NA,NA,Wyoming,"Niobrara County100% in85.7%11.9%2.5%R +742,448",100% in
Maricopa County,NA,0.503,0.48100000000000004,0.015,NA,NA,Arizona,"Maricopa County100% in50.3%48.1%1.5%D +24,253,913",100% in
Pima County,NA,0.586,0.39899999999999997,0.015,NA,NA,Arizona,"Pima County100% in58.6%39.9%1.5%D +191,019,722",100% in
Pinal County,NA,0.406,0.579,0.015,NA,NA,Arizona,"Pinal County100% in40.6%57.9%1.5%R +17419,721",100% in
Yavapai County,NA,0.34600000000000003,0.639,0.015,NA,NA,Arizona,"Yavapai County100% in34.6%63.9%1.5%R +29224,645",100% in
Yuma County,NA,0.461,0.523,0.016,NA,NA,Arizona,"Yuma County100% in46.1%52.3%1.6%R +6207,829",100% in
Mohave County,NA,0.237,0.75,0.012,NA,NA,Arizona,"Mohave County100% in23.7%75.0%1.2%R +51206,064",100% in
Coconino County,NA,0.61,0.37,0.021,NA,NA,Arizona,"Coconino County100% in61.0%37.0%2.1%D +24140,217",100% in
Cochise County,NA,0.39299999999999996,0.588,0.019,NA,NA,Arizona,"Cochise County100% in39.3%58.8%1.9%R +20126,279",100% in
Navajo County,NA,0.452,0.534,0.013999999999999999,NA,NA,Arizona,"Navajo County100% in45.2%53.4%1.4%R +8108,705",100% in
Apache County,NA,0.662,0.325,0.012,NA,NA,Arizona,"Apache County100% in66.2%32.5%1.2%D +3471,522",100% in
Gila County,NA,0.32299999999999995,0.664,0.012,NA,NA,Arizona,"Gila County100% in32.3%66.4%1.2%R +3453,400",100% in
Santa Cruz County,NA,0.672,0.317,0.011000000000000001,NA,NA,Arizona,"Santa Cruz County100% in67.2%31.7%1.1%D +3646,584",100% in
Graham County,NA,0.26899999999999996,0.7170000000000001,0.013999999999999999,NA,NA,Arizona,"Graham County100% in26.9%71.7%1.4%R +4537,879",100% in
La Paz County,NA,0.3,0.688,0.013000000000000001,NA,NA,Arizona,"La Paz County100% in30.0%68.8%1.3%R +3920,701",100% in
Greenlee County,NA,0.321,0.66,0.019,NA,NA,Arizona,"Greenlee County100% in32.1%66.0%1.9%R +349,504",100% in
Ada County,100% in,0.465,0.504,0.031,R +4,446052,Idaho,NA,NA
Canyon County,100% in,0.286,0.683,0.031,R +40,212230,Idaho,NA,NA
Kootenai County,100% in,0.272,0.702,0.026,R +43,153605,Idaho,NA,NA
Bonneville County,100% in,0.264,0.7,0.036,R +44,112397,Idaho,NA,NA
Bannock County,100% in,0.371,0.59,0.039,R +22,85065,Idaho,NA,NA
Twin Falls County,100% in,0.257,0.71,0.033,R +45,83666,Idaho,NA,NA
Bingham County,100% in,0.206,0.765,0.029,R +56,45551,Idaho,NA,NA
Bonner County,100% in,0.304,0.672,0.024,R +37,42711,Idaho,NA,NA
Nez Perce County,100% in,0.319,0.655,0.026,R +34,40155,Idaho,NA,NA
Latah County,100% in,0.498,0.461,0.042,D +4,39239,Idaho,NA,NA
Madison County,100% in,0.156,0.792,0.052,R +64,38705,Idaho,NA,NA
Jefferson County,100% in,0.117,0.854,0.029,R +74,27969,Idaho,NA,NA
Elmore County,100% in,0.255,0.71,0.035,R +46,26433,Idaho,NA,NA
Cassia County,100% in,0.152,0.821,0.027,R +67,23615,Idaho,NA,NA
Jerome County,100% in,0.242,0.734,0.024,R +49,23431,Idaho,NA,NA
Payette County,100% in,0.191,0.785,0.024,R +59,23041,Idaho,NA,NA
Blaine County,100% in,0.671,0.303,0.025,D +37,21994,Idaho,NA,NA
Minidoka County,100% in,0.194,0.784,0.022,R +59,20615,Idaho,NA,NA
Gem County,100% in,0.181,0.798,0.021,R +62,17052,Idaho,NA,NA
Idaho County,100% in,0.163,0.815,0.022,R +65,16337,Idaho,NA,NA
Gooding County,100% in,0.208,0.77,0.022,R +56,15169,Idaho,NA,NA
Franklin County,100% in,0.099,0.877,0.024,R +78,13279,Idaho,NA,NA
Fremont County,100% in,0.148,0.826,0.026,R +68,12965,Idaho,NA,NA
Shoshone County,100% in,0.28,0.697,0.023,R +42,12526,Idaho,NA,NA
Boundary County,100% in,0.193,0.782,0.025,R +59,11549,Idaho,NA,NA
Owyhee County,100% in,0.172,0.805,0.023,R +63,11455,Idaho,NA,NA
Teton County,100% in,0.523,0.45,0.027,D +7,11080,Idaho,NA,NA
Valley County,100% in,0.421,0.559,0.02,R +14,10401,Idaho,NA,NA
Washington County,100% in,0.201,0.777,0.022,R +58,10025,Idaho,NA,NA
Benewah County,100% in,0.197,0.78,0.024,R +58,9086,Idaho,NA,NA
Clearwater County,100% in,0.199,0.781,0.02,R +58,8640,Idaho,NA,NA
Lemhi County,100% in,0.218,0.758,0.024,R +54,7798,Idaho,NA,NA
Power County,100% in,0.281,0.688,0.03,R +41,7713,Idaho,NA,NA
Boise County,100% in,0.251,0.722,0.027,R +47,7163,Idaho,NA,NA
Caribou County,100% in,0.126,0.851,0.023,R +72,6918,Idaho,NA,NA
Bear Lake County,100% in,0.106,0.879,0.015,R +77,5962,Idaho,NA,NA
Lincoln County,100% in,0.213,0.757,0.029,R +54,5321,Idaho,NA,NA
Oneida County,100% in,0.102,0.876,0.022,R +77,4326,Idaho,NA,NA
Custer County,100% in,0.22,0.763,0.017,R +54,4141,Idaho,NA,NA
Adams County,100% in,0.229,0.751,0.021,R +52,4019,Idaho,NA,NA
Lewis County,100% in,0.187,0.796,0.017,R +61,3845,Idaho,NA,NA
Butte County,100% in,0.133,0.85,0.018,R +72,2602,Idaho,NA,NA
Clark County,100% in,0.132,0.849,0.019,R +72,1077,Idaho,NA,NA
Camas County,100% in,0.198,0.672,0.13,R +47,886,Idaho,NA,NA
Yellowstone County,100% in,0.366,0.606,0.028,R +24,157816,Montana,NA,NA
Missoula County,100% in,0.606,0.369,0.025,D +24,115983,Montana,NA,NA
Gallatin County,100% in,0.522,0.447,0.031,D +8,104729,Montana,NA,NA
Flathead County,100% in,0.338,0.639,0.022,R +30,98082,Montana,NA,NA
Cascade County,100% in,0.388,0.585,0.028,R +20,81746,Montana,NA,NA
Lewis and Clark County,100% in,0.467,0.506,0.026,R +4,67077,Montana,NA,NA
Ravalli County,100% in,0.307,0.67,0.022,R +36,41902,Montana,NA,NA
Silver Bow County,100% in,0.555,0.414,0.03,D +14,34814,Montana,NA,NA
Lake County,100% in,0.416,0.561,0.023,R +14,29774,Montana,NA,NA
Lincoln County,100% in,0.241,0.738,0.02,R +50,19358,Montana,NA,NA
Hill County,100% in,0.415,0.551,0.034,R +14,16439,Montana,NA,NA
Park County,100% in,0.456,0.521,0.023,R +6,16246,Montana,NA,NA
Glacier County,100% in,0.643,0.335,0.022,D +31,13699,Montana,NA,NA
Big Horn County,100% in,0.521,0.461,0.018,D +6,13376,Montana,NA,NA
Custer County,100% in,0.258,0.718,0.024,R +46,11845,Montana,NA,NA
Jefferson County,100% in,0.322,0.656,0.022,R +33,11778,Montana,NA,NA
Sanders County,100% in,0.239,0.743,0.019,R +50,11521,Montana,NA,NA
Richland County,100% in,0.151,0.828,0.021,R +68,11360,Montana,NA,NA
Fergus County,100% in,0.23,0.748,0.022,R +52,11273,Montana,NA,NA
Roosevelt County,100% in,0.475,0.497,0.028,R +2,11228,Montana,NA,NA
Carbon County,100% in,0.343,0.634,0.023,R +29,10546,Montana,NA,NA
Stillwater County,100% in,0.202,0.78,0.018,R +58,9410,Montana,NA,NA
Beaverhead County,100% in,0.284,0.693,0.023,R +41,9393,Montana,NA,NA
Rosebud County,100% in,0.318,0.659,0.023,R +34,9250,Montana,NA,NA
Dawson County,100% in,0.199,0.779,0.022,R +58,9191,Montana,NA,NA
Deer Lodge County,100% in,0.524,0.447,0.029,D +8,9100,Montana,NA,NA
Madison County,100% in,0.291,0.688,0.021,R +40,8218,Montana,NA,NA
Valley County,100% in,0.242,0.736,0.023,R +49,7532,Montana,NA,NA
Powell County,100% in,0.237,0.741,0.023,R +50,6861,Montana,NA,NA
Blaine County,100% in,0.509,0.471,0.02,D +4,6727,Montana,NA,NA
Teton County,100% in,0.274,0.709,0.017,R +44,6080,Montana,NA,NA
Pondera County,100% in,0.301,0.678,0.02,R +38,6044,Montana,NA,NA
Broadwater County,100% in,0.204,0.775,0.022,R +57,5834,Montana,NA,NA
Chouteau County,100% in,0.334,0.638,0.028,R +30,5789,Montana,NA,NA
Toole County,100% in,0.22,0.753,0.026,R +53,4976,Montana,NA,NA
Musselshell County,100% in,0.143,0.841,0.016,R +70,4807,Montana,NA,NA
Mineral County,100% in,0.268,0.713,0.019,R +45,4211,Montana,NA,NA
Phillips County,100% in,0.175,0.813,0.013,R +64,4124,Montana,NA,NA
Sweet Grass County,100% in,0.224,0.752,0.023,R +53,3653,Montana,NA,NA
Sheridan County,100% in,0.283,0.691,0.026,R +41,3574,Montana,NA,NA
Granite County,100% in,0.303,0.675,0.021,R +37,3269,Montana,NA,NA
Fallon County,100% in,0.109,0.873,0.018,R +76,2838,Montana,NA,NA
Liberty County,100% in,0.23,0.758,0.012,R +53,2280,Montana,NA,NA
Wheatland County,100% in,0.211,0.771,0.019,R +56,2149,Montana,NA,NA
Meagher County,100% in,0.232,0.75,0.017,R +52,1968,Montana,NA,NA
Judith Basin County,100% in,0.205,0.774,0.022,R +57,1951,Montana,NA,NA
Daniels County,100% in,0.192,0.788,0.02,R +60,1753,Montana,NA,NA
McCone County,100% in,0.137,0.848,0.015,R +71,1630,Montana,NA,NA
Powder River County,100% in,0.136,0.854,0.011,R +72,1619,Montana,NA,NA
Prairie County,100% in,0.169,0.81,0.02,R +64,1342,Montana,NA,NA
Carter County,100% in,0.086,0.897,0.017,R +81,1318,Montana,NA,NA
Wibaux County,100% in,0.129,0.863,0.008,R +73,1175,Montana,NA,NA
Garfield County,100% in,0.05,0.94,0.01,R +89,1141,Montana,NA,NA
Treasure County,100% in,0.17,0.811,0.02,R +64,777,Montana,NA,NA
Golden Valley County,100% in,0.155,0.823,0.022,R +67,724,Montana,NA,NA
Petroleum County,100% in,0.112,0.856,0.032,R +74,432,Montana,NA,NA
Cass County,100% in,0.472,0.499,0.029,R +3,174202,North Dakota,NA,NA
Burleigh County,100% in,0.284,0.688,0.027,R +40,93737,North Dakota,NA,NA
Grand Forks County,100% in,0.419,0.553,0.028,R +13,70400,North Dakota,NA,NA
Ward County,100% in,0.259,0.71,0.03,R +45,69034,North Dakota,NA,NA
Williams County,100% in,0.152,0.823,0.025,R +67,34061,North Dakota,NA,NA
Stark County,100% in,0.167,0.807,0.026,R +64,30876,North Dakota,NA,NA
Morton County,100% in,0.234,0.74,0.026,R +51,30544,North Dakota,NA,NA
Stutsman County,100% in,0.27,0.705,0.025,R +44,21064,North Dakota,NA,NA
Richland County,100% in,0.323,0.653,0.025,R +33,16288,North Dakota,NA,NA
Rolette County,100% in,0.653,0.331,0.016,D +32,14603,North Dakota,NA,NA
McKenzie County,100% in,0.151,0.829,0.02,R +68,12536,North Dakota,NA,NA
Ramsey County,100% in,0.307,0.669,0.024,R +36,11557,North Dakota,NA,NA
Barnes County,100% in,0.328,0.643,0.029,R +32,10836,North Dakota,NA,NA
Walsh County,100% in,0.281,0.7,0.02,R +42,10802,North Dakota,NA,NA
Mountrail County,100% in,0.302,0.68,0.018,R +38,10152,North Dakota,NA,NA
McLean County,100% in,0.223,0.76,0.017,R +54,9608,North Dakota,NA,NA
Mercer County,100% in,0.151,0.827,0.022,R +68,8570,North Dakota,NA,NA
Traill County,100% in,0.362,0.611,0.027,R +25,8019,North Dakota,NA,NA
Pembina County,100% in,0.237,0.743,0.02,R +51,7016,North Dakota,NA,NA
Benson County,100% in,0.42,0.56,0.02,R +14,6886,North Dakota,NA,NA
Bottineau County,100% in,0.237,0.744,0.019,R +51,6589,North Dakota,NA,NA
McHenry County,100% in,0.188,0.789,0.023,R +60,5927,North Dakota,NA,NA
Ransom County,100% in,0.386,0.579,0.035,R +19,5361,North Dakota,NA,NA
Dickey County,100% in,0.252,0.722,0.026,R +47,4970,North Dakota,NA,NA
Sioux County,100% in,0.724,0.232,0.043,D +49,4413,North Dakota,NA,NA
Dunn County,100% in,0.147,0.837,0.017,R +69,4387,North Dakota,NA,NA
Pierce County,100% in,0.234,0.748,0.018,R +51,4210,North Dakota,NA,NA
LaMoure County,100% in,0.238,0.742,0.02,R +50,4100,North Dakota,NA,NA
Wells County,100% in,0.187,0.8,0.014,R +61,4055,North Dakota,NA,NA
Sargent County,100% in,0.357,0.613,0.03,R +26,3883,North Dakota,NA,NA
Cavalier County,100% in,0.235,0.745,0.02,R +51,3824,North Dakota,NA,NA
Emmons County,100% in,0.118,0.868,0.014,R +75,3352,North Dakota,NA,NA
Foster County,100% in,0.211,0.77,0.019,R +56,3290,North Dakota,NA,NA
Bowman County,100% in,0.138,0.844,0.018,R +71,3195,North Dakota,NA,NA
Nelson County,100% in,0.331,0.645,0.024,R +31,2920,North Dakota,NA,NA
McIntosh County,100% in,0.181,0.798,0.021,R +62,2654,North Dakota,NA,NA
Hettinger County,100% in,0.15,0.833,0.018,R +68,2576,North Dakota,NA,NA
Renville County,100% in,0.167,0.809,0.024,R +64,2495,North Dakota,NA,NA
Kidder County,100% in,0.152,0.833,0.015,R +68,2460,North Dakota,NA,NA
Grant County,100% in,0.15,0.83,0.02,R +68,2380,North Dakota,NA,NA
Divide County,100% in,0.221,0.754,0.025,R +53,2369,North Dakota,NA,NA
Adams County,100% in,0.203,0.773,0.024,R +57,2351,North Dakota,NA,NA
Eddy County,100% in,0.304,0.678,0.018,R +37,2313,North Dakota,NA,NA
Griggs County,100% in,0.247,0.726,0.027,R +48,2266,North Dakota,NA,NA
Towner County,100% in,0.271,0.708,0.021,R +44,2246,North Dakota,NA,NA
Burke County,100% in,0.119,0.864,0.017,R +74,2213,North Dakota,NA,NA
Logan County,100% in,0.119,0.868,0.013,R +75,1927,North Dakota,NA,NA
Steele County,100% in,0.362,0.603,0.035,R +24,1910,North Dakota,NA,NA
Golden Valley County,100% in,0.134,0.851,0.016,R +72,1882,North Dakota,NA,NA
Oliver County,100% in,0.121,0.862,0.017,R +74,1837,North Dakota,NA,NA
Sheridan County,100% in,0.129,0.852,0.02,R +72,1405,North Dakota,NA,NA
Billings County,100% in,0.114,0.853,0.033,R +74,946,North Dakota,NA,NA
Slope County,100% in,0.103,0.892,0.005,R +79,704,North Dakota,NA,NA
Minnehaha County,100% in,0.439,0.533,0.028,R +9,186749,South Dakota,NA,NA
Pennington County,100% in,0.358,0.61,0.032,R +25,109294,South Dakota,NA,NA
Lincoln County,100% in,0.37,0.606,0.025,R +24,54914,South Dakota,NA,NA
Brown County,100% in,0.373,0.603,0.024,R +23,38840,South Dakota,NA,NA
Brookings County,100% in,0.419,0.549,0.031,R +13,34239,South Dakota,NA,NA
Codington County,100% in,0.291,0.681,0.028,R +39,27993,South Dakota,NA,NA
Meade County,100% in,0.24,0.722,0.037,R +48,27424,South Dakota,NA,NA
Lawrence County,100% in,0.328,0.633,0.039,R +30,25234,South Dakota,NA,NA
Yankton County,100% in,0.368,0.604,0.028,R +24,22717,South Dakota,NA,NA
Davison County,100% in,0.313,0.664,0.023,R +35,19901,South Dakota,NA,NA
Beadle County,100% in,0.298,0.679,0.023,R +38,18374,South Dakota,NA,NA
Hughes County,100% in,0.339,0.633,0.028,R +29,17617,South Dakota,NA,NA
Union County,100% in,0.308,0.671,0.021,R +36,15177,South Dakota,NA,NA
Oglala Lakota County,100% in,0.884,0.093,0.023,D +79,14335,South Dakota,NA,NA
Clay County,100% in,0.541,0.431,0.028,D +11,13925,South Dakota,NA,NA
Lake County,100% in,0.352,0.627,0.021,R +27,12574,South Dakota,NA,NA
Roberts County,100% in,0.424,0.558,0.017,R +13,10285,South Dakota,NA,NA
Butte County,100% in,0.196,0.777,0.028,R +58,10177,South Dakota,NA,NA
Todd County,100% in,0.773,0.209,0.017,D +56,10146,South Dakota,NA,NA
Charles Mix County,100% in,0.311,0.675,0.014,R +36,9344,South Dakota,NA,NA
Custer County,100% in,0.277,0.701,0.022,R +42,8573,South Dakota,NA,NA
Turner County,100% in,0.25,0.723,0.026,R +47,8264,South Dakota,NA,NA
Hutchinson County,100% in,0.202,0.781,0.016,R +58,7315,South Dakota,NA,NA
Grant County,100% in,0.282,0.699,0.019,R +42,7217,South Dakota,NA,NA
Bon Homme County,100% in,0.24,0.745,0.015,R +50,6969,South Dakota,NA,NA
Fall River County,100% in,0.261,0.712,0.028,R +45,6774,South Dakota,NA,NA
Spink County,100% in,0.316,0.665,0.019,R +35,6543,South Dakota,NA,NA
Moody County,100% in,0.368,0.609,0.024,R +24,6506,South Dakota,NA,NA
Hamlin County,100% in,0.21,0.769,0.021,R +56,6000,South Dakota,NA,NA
Dewey County,100% in,0.575,0.402,0.023,D +17,5779,South Dakota,NA,NA
McCook County,100% in,0.265,0.713,0.022,R +45,5511,South Dakota,NA,NA
Walworth County,100% in,0.219,0.762,0.019,R +54,5510,South Dakota,NA,NA
Day County,100% in,0.355,0.631,0.015,R +28,5506,South Dakota,NA,NA
Tripp County,100% in,0.184,0.802,0.015,R +62,5468,South Dakota,NA,NA
Brule County,100% in,0.27,0.703,0.027,R +43,5256,South Dakota,NA,NA
Kingsbury County,100% in,0.295,0.685,0.02,R +39,4967,South Dakota,NA,NA
Marshall County,100% in,0.394,0.591,0.015,R +20,4895,South Dakota,NA,NA
Deuel County,100% in,0.259,0.723,0.018,R +46,4306,South Dakota,NA,NA
Gregory County,100% in,0.202,0.784,0.014,R +58,4201,South Dakota,NA,NA
Corson County,100% in,0.485,0.504,0.011,R +2,4168,South Dakota,NA,NA
Edmunds County,100% in,0.21,0.775,0.015,R +56,3940,South Dakota,NA,NA
Lyman County,100% in,0.329,0.653,0.019,R +32,3869,South Dakota,NA,NA
Clark County,100% in,0.236,0.742,0.022,R +51,3673,South Dakota,NA,NA
Bennett County,100% in,0.394,0.587,0.019,R +19,3437,South Dakota,NA,NA
Hanson County,100% in,0.233,0.751,0.016,R +52,3397,South Dakota,NA,NA
Hand County,100% in,0.203,0.78,0.016,R +58,3301,South Dakota,NA,NA
Jackson County,100% in,0.322,0.662,0.016,R +34,3287,South Dakota,NA,NA
Stanley County,100% in,0.255,0.728,0.017,R +47,2997,South Dakota,NA,NA
Douglas County,100% in,0.127,0.86,0.014,R +73,2930,South Dakota,NA,NA
Perkins County,100% in,0.143,0.839,0.017,R +70,2907,South Dakota,NA,NA
Ziebach County,100% in,0.531,0.446,0.023,D +9,2814,South Dakota,NA,NA
Aurora County,100% in,0.226,0.749,0.026,R +52,2759,South Dakota,NA,NA
Sanborn County,100% in,0.217,0.764,0.019,R +55,2388,South Dakota,NA,NA
McPherson County,100% in,0.168,0.812,0.02,R +64,2364,South Dakota,NA,NA
Potter County,100% in,0.164,0.825,0.01,R +66,2326,South Dakota,NA,NA
Faulk County,100% in,0.168,0.816,0.017,R +65,2322,South Dakota,NA,NA
Miner County,100% in,0.281,0.692,0.027,R +41,2229,South Dakota,NA,NA
Haakon County,100% in,0.092,0.902,0.005,R +81,2082,South Dakota,NA,NA
Mellette County,100% in,0.388,0.584,0.029,R +20,2055,South Dakota,NA,NA
Buffalo County,100% in,0.641,0.333,0.025,D +31,2053,South Dakota,NA,NA
Jerauld County,100% in,0.268,0.717,0.015,R +45,2029,South Dakota,NA,NA
Campbell County,100% in,0.134,0.856,0.01,R +72,1435,South Dakota,NA,NA
Hyde County,100% in,0.191,0.794,0.014,R +60,1331,South Dakota,NA,NA
Sully County,100% in,0.199,0.781,0.02,R +58,1331,South Dakota,NA,NA
Harding County,100% in,0.06,0.92,0.02,R +86,1311,South Dakota,NA,NA
Jones County,100% in,0.15,0.831,0.018,R +68,735,South Dakota,NA,NA
Douglas County,100% in,0.547,0.433,0.02,D +11,554992,Nebraska,NA,NA
Lancaster County,100% in,0.527,0.449,0.024,D +8,310094,Nebraska,NA,NA
Sarpy County,100% in,0.432,0.542,0.026,R +11,178351,Nebraska,NA,NA
Hall County,100% in,0.315,0.664,0.021,R +35,61343,Nebraska,NA,NA
Buffalo County,100% in,0.269,0.705,0.025,R +44,49030,Nebraska,NA,NA
Dodge County,100% in,0.328,0.651,0.021,R +32,36683,Nebraska,NA,NA
Scotts Bluff County,100% in,0.271,0.708,0.021,R +44,36255,Nebraska,NA,NA
Lincoln County,100% in,0.216,0.764,0.02,R +55,35433,Nebraska,NA,NA
Madison County,100% in,0.22,0.758,0.022,R +54,35164,Nebraska,NA,NA
Platte County,100% in,0.21,0.775,0.015,R +57,33063,Nebraska,NA,NA
Adams County,100% in,0.288,0.691,0.021,R +40,31583,Nebraska,NA,NA
Cass County,100% in,0.31,0.662,0.028,R +35,25702,Nebraska,NA,NA
Dawson County,100% in,0.272,0.711,0.017,R +44,23804,Nebraska,NA,NA
Gage County,100% in,0.306,0.673,0.021,R +37,21595,Nebraska,NA,NA
Saunders County,100% in,0.262,0.715,0.023,R +45,21024,Nebraska,NA,NA
Dakota County,100% in,0.404,0.578,0.018,R +17,20317,Nebraska,NA,NA
Washington County,100% in,0.286,0.692,0.022,R +41,20219,Nebraska,NA,NA
Seward County,100% in,0.267,0.71,0.023,R +44,17127,Nebraska,NA,NA
Otoe County,100% in,0.299,0.679,0.021,R +38,15896,Nebraska,NA,NA
Saline County,100% in,0.344,0.629,0.026,R +29,14288,Nebraska,NA,NA
York County,100% in,0.228,0.747,0.025,R +52,13799,Nebraska,NA,NA
Box Butte County,100% in,0.203,0.772,0.025,R +57,11089,Nebraska,NA,NA
Custer County,100% in,0.131,0.85,0.019,R +72,10830,Nebraska,NA,NA
Red Willow County,100% in,0.149,0.83,0.021,R +68,10806,Nebraska,NA,NA
Colfax County,100% in,0.276,0.709,0.015,R +43,10760,Nebraska,NA,NA
Holt County,100% in,0.124,0.861,0.015,R +74,10245,Nebraska,NA,NA
Cheyenne County,100% in,0.179,0.8,0.02,R +62,9852,Nebraska,NA,NA
Wayne County,100% in,0.243,0.727,0.029,R +48,9367,Nebraska,NA,NA
Hamilton County,100% in,0.202,0.778,0.019,R +58,9178,Nebraska,NA,NA
Phelps County,100% in,0.15,0.83,0.02,R +68,9120,Nebraska,NA,NA
